historical_index,historical_name,historical_version,normalized_name,present_in_B4B,present_in_P1B,present_in_M1L,historical_agreement,provenance_class,provenance_evidence,provenance_confidence,source_kind,source_locator,source_locator_authority,source_availability,source_query_timestamp,cardiosentinel_reference_class,reference_evidence,reference_locations,dependency_role,necessity_class,necessity_evidence,reconstructibility_class,reconstructibility_evidence,wheel_or_sdist_byte_authority,candidate_v2_disposition,disposition_basis,human_review_required,notes
35,contourpy,1.3.3,contourpy,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 72 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/contourpy/1.3.3/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,TRANSITIVE,reached via Requires-Dist from wfdb -> matplotlib,,TRANSITIVE_SCIENTIFIC,REQUIRED_ONLY_TRANSITIVELY,reached via Requires-Dist from wfdb -> matplotlib,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,RETAIN_TRANSITIVE,required by a retained distribution,False,
36,controlflow,0.12.1,controlflow,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/controlflow/0.12.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,explicitly installed (required by no installed distribution) and provides 1 console script(s); not in the J1 closure,,INTERACTIVE_TOOLING,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,no J1 import and no transitive relation to the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,EXCLUDE_IF_HUMAN_APPROVED,command-line tooling with no established J1 relation,True,required_by=0 (explicitly installed root); console_scripts=1
37,coolname,2.2.0,coolname,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/coolname/2.2.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (prefect); console_scripts=1
38,crashtest,0.4.1,crashtest,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/crashtest/0.4.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (cleo)
39,cryptography,48.0.0,cryptography,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 49 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/cryptography/48.0.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 10 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=10 (authlib, google-auth, joserfc, msal)"
40,cycler,0.12.1,cycler,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/cycler/0.12.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,TRANSITIVE,reached via Requires-Dist from wfdb -> matplotlib,,TRANSITIVE_SCIENTIFIC,REQUIRED_ONLY_TRANSITIVELY,reached via Requires-Dist from wfdb -> matplotlib,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,RETAIN_TRANSITIVE,required by a retained distribution,False,
41,dateparser,1.2.2,dateparser,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/dateparser/1.2.2/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (prefect); console_scripts=1
42,decorator,5.2.1,decorator,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/decorator/5.2.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 2 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=2 (fabric, ipython)"
43,defusedxml,0.7.1,defusedxml,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/defusedxml/0.7.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (supervision)
44,deprecated,1.2.18,deprecated,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/deprecated/1.2.18/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (fabric)
45,distlib,0.4.0,distlib,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/distlib/0.4.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (virtualenv)
46,distro,1.9.0,distro,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/distro/1.9.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 3 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=3 (anthropic, google-genai, openai); console_scripts=1"
47,dnspython,2.8.0,dnspython,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/dnspython/2.8.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (email-validator)
48,docker,7.1.0,docker,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/docker/7.1.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (prefect)
49,docstring-parser,0.17.0,docstring-parser,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/docstring-parser/0.17.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 2 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=2 (anthropic, google-cloud-aiplatform)"
50,dulwich,0.24.7,dulwich,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 31 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/dulwich/0.24.7/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (poetry); console_scripts=1
51,email-validator,2.3.0,email-validator,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/email-validator/2.3.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,explicitly installed (required by no installed distribution) and provides 1 console script(s); not in the J1 closure,,INTERACTIVE_TOOLING,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,no J1 import and no transitive relation to the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,EXCLUDE_IF_HUMAN_APPROVED,command-line tooling with no established J1 relation,True,required_by=0 (explicitly installed root); console_scripts=1
52,et-xmlfile,2.0.0,et-xmlfile,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/et-xmlfile/2.0.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (openpyxl)
53,exceptiongroup,1.3.0,exceptiongroup,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/exceptiongroup/1.3.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,reached via Requires-Dist from declared dev extra (pytest),,TEST_TOOLING,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,in the pytest/ruff dependency closure; absent from the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,EXCLUDE_TOOLING_FROM_SCIENTIFIC_RUNTIME,"declared dev tooling closure, not in the J1 closure",False,"required_by=3 (anyio, prefect, pytest)"
54,executing,2.2.1,executing,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/executing/2.2.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (stack-data)
55,fabric,3.2.3,fabric,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/fabric/3.2.3/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,explicitly installed (required by no installed distribution) and provides 1 console script(s); not in the J1 closure,,INTERACTIVE_TOOLING,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,no J1 import and no transitive relation to the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,EXCLUDE_IF_HUMAN_APPROVED,command-line tooling with no established J1 relation,True,required_by=0 (explicitly installed root); console_scripts=1
56,fastapi,0.136.1,fastapi,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/fastapi/0.136.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 2 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=2 (google-adk, prefect); console_scripts=1"
57,fastapi-cli,0.0.14,fastapi-cli,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/fastapi-cli/0.0.14/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,not reached by the J1 closure; no declared role established,,UNRESOLVED,UNKNOWN,no direct import and no transitive relation established,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_EXCLUDE,necessity unknown; exclusion would be a guess,True,required_by=0 (explicitly installed root)
58,fastapi-cloud-cli,0.3.1,fastapi-cloud-cli,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/fastapi-cloud-cli/0.3.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,not reached by the J1 closure; no declared role established,,UNRESOLVED,UNKNOWN,no direct import and no transitive relation established,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_EXCLUDE,necessity unknown; exclusion would be a guess,True,required_by=0 (explicitly installed root)
59,fastjsonschema,2.21.2,fastjsonschema,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/fastjsonschema/2.21.2/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (poetry)
60,fastuuid,0.14.0,fastuuid,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 78 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/fastuuid/0.14.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (litellm)
61,filelock,3.20.0,filelock,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/filelock/3.20.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,TRANSITIVE,reached via Requires-Dist from torch,,TRANSITIVE_SCIENTIFIC,REQUIRED_ONLY_TRANSITIVELY,reached via Requires-Dist from torch,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,RETAIN_TRANSITIVE,required by a retained distribution,False,
62,filetype,1.2.0,filetype,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/filetype/1.2.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (langchain-google-genai); console_scripts=1
63,findpython,0.7.0,findpython,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/findpython/0.7.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (poetry); console_scripts=1
64,fonttools,4.61.1,fonttools,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 50 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/fonttools/4.61.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,TRANSITIVE,reached via Requires-Dist from wfdb -> matplotlib,,TRANSITIVE_SCIENTIFIC,REQUIRED_ONLY_TRANSITIVELY,reached via Requires-Dist from wfdb -> matplotlib,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,RETAIN_TRANSITIVE,required by a retained distribution,False,
